,City,Rent
206,Kolkata,15000
207,Kolkata,5000
208,Kolkata,6000
209,Kolkata,18000
210,Kolkata,8000
211,Kolkata,13000
212,Kolkata,7500
213,Kolkata,12000
214,Kolkata,11000
215,Kolkata,6000
216,Kolkata,20000
217,Kolkata,7000
218,Kolkata,30000
219,Kolkata,7500
220,Kolkata,6500
221,Kolkata,3000
222,Kolkata,5200
223,Kolkata,25000
224,Kolkata,12500
225,Kolkata,8500
226,Kolkata,3500
227,Kolkata,7000
228,Kolkata,3000
229,Kolkata,14000
230,Kolkata,18000
231,Kolkata,3500
232,Kolkata,16000
233,Kolkata,35000
234,Kolkata,21000
235,Kolkata,4500
236,Kolkata,15000
237,Kolkata,4500
238,Kolkata,5500
239,Kolkata,8500
240,Kolkata,5000
241,Kolkata,8500
242,Kolkata,9000
243,Kolkata,7500
244,Kolkata,7000
245,Kolkata,15000
246,Kolkata,7000
247,Kolkata,10000
248,Kolkata,7000
249,Kolkata,3200
250,Kolkata,6000
251,Kolkata,12000
252,Kolkata,6000
253,Kolkata,10000
254,Kolkata,12000
255,Kolkata,8000
256,Kolkata,5300
257,Kolkata,5000
258,Kolkata,8500
259,Kolkata,22000
260,Kolkata,7000
261,Kolkata,25000
262,Kolkata,7000
263,Kolkata,15000
264,Kolkata,6000
265,Kolkata,8000
266,Kolkata,40000
267,Kolkata,6000
268,Kolkata,15000
269,Kolkata,6500
270,Kolkata,8000
271,Kolkata,5500
272,Kolkata,9000
273,Kolkata,6000
274,Kolkata,15000
275,Kolkata,30000
276,Kolkata,30000
277,Kolkata,5000
278,Kolkata,15000
279,Kolkata,6500
280,Kolkata,4500
281,Kolkata,7000
282,Kolkata,6500
283,Kolkata,17500
284,Kolkata,10000
285,Kolkata,1500
286,Kolkata,25000
287,Kolkata,12000
288,Kolkata,7500
289,Kolkata,7000
290,Kolkata,3500
291,Kolkata,10000
292,Kolkata,14000
293,Kolkata,15000
294,Kolkata,6500
295,Kolkata,10000
296,Kolkata,10500
297,Kolkata,10000
298,Kolkata,5000
299,Kolkata,9000
300,Kolkata,20000
301,Kolkata,35000
302,Kolkata,15000
303,Kolkata,20000
304,Kolkata,12000
305,Kolkata,8000
306,Kolkata,3000
307,Kolkata,20000
308,Kolkata,9000
309,Kolkata,13000
310,Kolkata,7000
311,Kolkata,9000
312,Kolkata,9000
313,Kolkata,10000
314,Kolkata,15000
315,Kolkata,7000
316,Kolkata,8000
317,Kolkata,8000
318,Kolkata,5000
319,Kolkata,14000
320,Kolkata,5000
321,Kolkata,5000
322,Kolkata,12000
323,Kolkata,3200
324,Kolkata,8500
325,Kolkata,16000
326,Kolkata,14000
327,Kolkata,8000
328,Kolkata,7000
329,Kolkata,8000
330,Kolkata,3000
331,Kolkata,3800
332,Kolkata,6500
333,Kolkata,20000
334,Kolkata,30000
335,Kolkata,8000
336,Kolkata,14000
337,Kolkata,7200
338,Kolkata,7000
339,Kolkata,7000
340,Kolkata,7500
341,Kolkata,8500
342,Kolkata,12000
343,Kolkata,8500
344,Kolkata,9500
345,Kolkata,7500
346,Kolkata,12000
347,Kolkata,20000
348,Kolkata,8500
349,Kolkata,20000
350,Kolkata,6000
351,Kolkata,5500
352,Kolkata,7000
353,Kolkata,7000
354,Kolkata,6500
355,Kolkata,10000
356,Kolkata,5200
357,Kolkata,13000
358,Kolkata,7000
359,Kolkata,12000
360,Kolkata,15000
361,Kolkata,5000
362,Kolkata,8000
363,Kolkata,8000
364,Kolkata,5000
365,Kolkata,10000
366,Kolkata,12000
367,Kolkata,8000
368,Kolkata,21000
369,Kolkata,5000
370,Kolkata,9000
371,Kolkata,8000
372,Kolkata,7000
373,Kolkata,35000
374,Kolkata,15000
375,Kolkata,6200
376,Kolkata,9900
377,Kolkata,7000
378,Kolkata,5000
379,Kolkata,6500
380,Kolkata,40000
381,Kolkata,40000
382,Kolkata,12000
383,Kolkata,6500
384,Kolkata,10000
385,Kolkata,15000
386,Kolkata,5000
387,Kolkata,7000
388,Kolkata,6000
389,Kolkata,15000
390,Kolkata,10000
391,Kolkata,22000
392,Kolkata,8500
393,Kolkata,35000
394,Kolkata,7000
395,Kolkata,8500
396,Kolkata,6000
397,Kolkata,35000
398,Kolkata,6000
399,Kolkata,8000
400,Kolkata,5000
401,Kolkata,6000
402,Kolkata,15000
403,Kolkata,9000
404,Kolkata,5000
405,Kolkata,8000
406,Kolkata,35000
407,Kolkata,5500
408,Kolkata,35000
409,Kolkata,11000
410,Kolkata,10000
411,Kolkata,6500
412,Kolkata,6000
413,Kolkata,36125
414,Kolkata,6800
415,Kolkata,8500
416,Kolkata,5000
417,Kolkata,6500
418,Kolkata,6500
419,Kolkata,4500
420,Kolkata,6000
421,Kolkata,10000
422,Kolkata,12000
423,Kolkata,12000
424,Kolkata,12000
425,Kolkata,9000
426,Kolkata,5000
427,Kolkata,6000
428,Kolkata,5500
429,Kolkata,5500
430,Kolkata,8500
431,Kolkata,5000
432,Kolkata,23000
433,Kolkata,5500
434,Kolkata,8500
435,Kolkata,22000
436,Kolkata,5500
437,Kolkata,7000
438,Kolkata,5000
439,Kolkata,5000
440,Kolkata,6500
441,Kolkata,8000
442,Kolkata,5500
443,Kolkata,6000
444,Kolkata,5500
445,Kolkata,10000
446,Kolkata,10000
447,Kolkata,10000
448,Kolkata,12000
449,Kolkata,5200
450,Kolkata,4000
451,Kolkata,30000
452,Kolkata,5146
453,Kolkata,12000
454,Kolkata,7000
455,Kolkata,8500
456,Kolkata,7000
457,Kolkata,9500
458,Kolkata,8000
459,Kolkata,15000
460,Kolkata,22500
461,Kolkata,12500
462,Kolkata,34000
463,Kolkata,14000
464,Kolkata,9500
465,Kolkata,7000
466,Kolkata,20000
467,Kolkata,6500
468,Kolkata,7500
469,Kolkata,6500
470,Kolkata,9500
471,Kolkata,1800
472,Kolkata,7500
473,Kolkata,10000
474,Kolkata,15000
475,Kolkata,7000
476,Kolkata,6000
477,Kolkata,14000
478,Kolkata,22000
479,Kolkata,18000
480,Kolkata,10000
481,Kolkata,6000
482,Kolkata,10000
483,Kolkata,10000
484,Kolkata,5000
485,Kolkata,10000
486,Kolkata,7000
487,Kolkata,10000
488,Kolkata,6000
489,Kolkata,18000
490,Kolkata,8000
491,Kolkata,8000
492,Kolkata,13000
493,Kolkata,20000
494,Kolkata,6000
495,Kolkata,12000
496,Kolkata,10000
497,Kolkata,14000
498,Kolkata,10000
499,Kolkata,10500
500,Kolkata,6000
501,Kolkata,12000
502,Kolkata,14000
503,Kolkata,3700
504,Kolkata,40000
505,Kolkata,25000
506,Kolkata,2200
507,Kolkata,3300
508,Kolkata,5000
509,Kolkata,60000
510,Kolkata,6000
511,Kolkata,7000
512,Kolkata,5000
513,Kolkata,11000
514,Kolkata,10000
515,Kolkata,22000
516,Kolkata,65000
517,Kolkata,7500
518,Kolkata,45000
519,Kolkata,5000
520,Kolkata,12000
521,Kolkata,25000
522,Kolkata,18000
523,Kolkata,25000
524,Mumbai,25000
525,Mumbai,70000
526,Mumbai,45000
527,Mumbai,75000
528,Mumbai,14000
529,Mumbai,60000
530,Mumbai,160000
531,Mumbai,300000
532,Mumbai,22000
533,Mumbai,130000
534,Mumbai,33000
535,Mumbai,32000
536,Mumbai,30000
537,Mumbai,49000
538,Mumbai,28000
539,Mumbai,33500
540,Mumbai,85000
541,Mumbai,35000
542,Mumbai,270000
543,Mumbai,400000
544,Mumbai,21000
545,Mumbai,150000
546,Mumbai,22000
547,Mumbai,100000
548,Mumbai,60000
549,Mumbai,8000
550,Mumbai,20000
551,Mumbai,20000
552,Mumbai,25000
553,Mumbai,14000
554,Mumbai,19411
555,Mumbai,23000
556,Mumbai,190000
557,Mumbai,32000
558,Mumbai,68000
559,Mumbai,30000
560,Mumbai,110000
561,Mumbai,44000
562,Mumbai,20000
563,Mumbai,25000
564,Mumbai,40000
565,Mumbai,43000
566,Mumbai,44000
567,Mumbai,75000
568,Mumbai,32000
569,Mumbai,16000
570,Mumbai,65000
571,Mumbai,45000
572,Mumbai,57000
573,Mumbai,27000
574,Mumbai,57000
575,Mumbai,55000
576,Mumbai,40000
577,Mumbai,95000
578,Mumbai,85000
579,Mumbai,300000
580,Mumbai,80000
581,Mumbai,13000
582,Mumbai,28000
583,Mumbai,89000
584,Mumbai,28000
585,Mumbai,13000
586,Mumbai,24000
587,Mumbai,38000
588,Mumbai,32000
589,Mumbai,350000
590,Mumbai,40000
591,Mumbai,150000
592,Mumbai,45000
593,Mumbai,170000
594,Mumbai,30000
595,Mumbai,210000
596,Mumbai,75000
597,Mumbai,47000
598,Mumbai,14000
599,Mumbai,55000
600,Mumbai,120000
601,Mumbai,300000
602,Mumbai,70000
603,Mumbai,150000
604,Mumbai,62000
605,Mumbai,42000
606,Mumbai,130000
607,Mumbai,170000
608,Mumbai,20000
609,Mumbai,41000
610,Mumbai,65000
611,Mumbai,50000
612,Mumbai,85000
613,Mumbai,50000
614,Mumbai,30000
615,Mumbai,120000
616,Mumbai,60000
617,Mumbai,110000
618,Mumbai,84500
619,Mumbai,80000
620,Mumbai,50000
621,Mumbai,40000
622,Mumbai,34000
623,Mumbai,220000
624,Mumbai,25000
625,Mumbai,150000
626,Mumbai,85000
627,Mumbai,180000
628,Mumbai,40000
629,Mumbai,50000
630,Mumbai,38000
631,Mumbai,310000
632,Mumbai,50000
633,Mumbai,65000
634,Mumbai,210000
635,Mumbai,150000
636,Mumbai,32000
637,Mumbai,26000
638,Mumbai,60000
639,Mumbai,190000
640,Mumbai,100000
641,Mumbai,35000
642,Mumbai,68000
643,Mumbai,150000
644,Mumbai,18000
645,Mumbai,55000
646,Mumbai,65000
647,Mumbai,80000
648,Mumbai,53000
649,Mumbai,80000
650,Mumbai,18000
651,Mumbai,250000
652,Mumbai,17500
653,Mumbai,43000
654,Mumbai,13500
655,Mumbai,18000
656,Mumbai,75000
657,Mumbai,18000
658,Mumbai,160000
659,Mumbai,32000
660,Mumbai,55000
661,Mumbai,47000
662,Mumbai,35000
663,Mumbai,15000
664,Mumbai,50000
665,Mumbai,25500
666,Mumbai,350000
667,Mumbai,55000
668,Mumbai,25000
669,Mumbai,50000
670,Mumbai,65000
671,Mumbai,50000
672,Mumbai,65000
673,Mumbai,160000
674,Mumbai,25000
675,Mumbai,32000
676,Mumbai,21000
677,Mumbai,20000
678,Mumbai,55000
679,Mumbai,32000
680,Mumbai,150000
681,Mumbai,30000
682,Mumbai,150000
683,Mumbai,27000
684,Mumbai,47000
685,Mumbai,150000
686,Mumbai,27000
687,Mumbai,160000
688,Mumbai,100000
689,Mumbai,45002
690,Mumbai,48000
691,Mumbai,18000
692,Mumbai,7500
693,Mumbai,50000
694,Mumbai,55000
695,Mumbai,26000
696,Mumbai,17000
697,Mumbai,40000
698,Mumbai,43000
699,Mumbai,140000
700,Mumbai,140000
701,Mumbai,120000
702,Mumbai,400000
703,Mumbai,21000
704,Mumbai,40000
705,Mumbai,40000
706,Mumbai,230000
707,Mumbai,20000
708,Mumbai,60000
709,Mumbai,35000
710,Mumbai,300000
711,Mumbai,6500
712,Mumbai,15000
713,Mumbai,38000
714,Mumbai,35000
715,Mumbai,32000
716,Mumbai,16000
717,Mumbai,33000
718,Mumbai,8500
719,Mumbai,60000
720,Mumbai,20000
721,Mumbai,38000
722,Mumbai,100000
723,Mumbai,65000
724,Mumbai,80000
725,Mumbai,85000
726,Mumbai,600000
727,Mumbai,150000
728,Mumbai,130000
729,Mumbai,55000
730,Mumbai,23000
731,Mumbai,95000
732,Mumbai,40000
733,Mumbai,180000
734,Mumbai,25000
735,Mumbai,140000
736,Mumbai,55000
737,Mumbai,46000
738,Mumbai,22000
739,Mumbai,55100
740,Mumbai,65000
741,Mumbai,33000
742,Mumbai,320000
743,Mumbai,33000
744,Mumbai,25000
745,Mumbai,300000
746,Mumbai,100000
747,Mumbai,33000
748,Mumbai,35000
749,Mumbai,130000
750,Mumbai,80000
751,Mumbai,10000
752,Mumbai,92500
753,Mumbai,57000
754,Mumbai,170000
755,Mumbai,29999
756,Mumbai,42000
757,Mumbai,330000
758,Mumbai,24000
759,Mumbai,35000
760,Mumbai,14000
761,Mumbai,45000
762,Mumbai,36000
763,Mumbai,53500
764,Mumbai,80000
765,Mumbai,7500
766,Mumbai,140000
767,Mumbai,95000
768,Mumbai,130000
769,Mumbai,45000
770,Mumbai,110000
771,Mumbai,120000
772,Mumbai,60000
773,Mumbai,120000
774,Mumbai,40000
775,Mumbai,50000
776,Mumbai,36000
777,Mumbai,150000
778,Mumbai,230000
779,Mumbai,25000
780,Mumbai,190000
781,Mumbai,61000
782,Mumbai,70000
783,Mumbai,42000
784,Mumbai,27000
785,Mumbai,60000
786,Mumbai,85000
787,Mumbai,75000
788,Mumbai,200000
789,Mumbai,170000
790,Mumbai,180000
791,Mumbai,55000
792,Mumbai,600000
793,Mumbai,18000
794,Mumbai,19000
795,Mumbai,150000
796,Mumbai,18500
797,Mumbai,35000
798,Mumbai,200000
799,Mumbai,150000
800,Mumbai,70000
801,Mumbai,35000
802,Mumbai,45000
803,Mumbai,30000
804,Mumbai,50000
805,Mumbai,50000
806,Mumbai,42000
807,Mumbai,19500
808,Mumbai,90000
809,Mumbai,60000
810,Mumbai,55000
811,Mumbai,40000
812,Mumbai,40000
813,Mumbai,36000
814,Mumbai,45000
815,Mumbai,100000
816,Mumbai,42000
817,Mumbai,45000
818,Mumbai,40000
819,Mumbai,50000
820,Mumbai,11000
821,Mumbai,50000
822,Mumbai,34000
823,Mumbai,93000
824,Mumbai,69999
825,Mumbai,48000
826,Mumbai,55000
827,Mumbai,1000000
828,Mumbai,40000
829,Mumbai,130000
830,Mumbai,75000
831,Mumbai,23000
832,Mumbai,200000
833,Mumbai,55000
834,Mumbai,80000
835,Mumbai,220000
836,Mumbai,40000
837,Mumbai,35000
838,Mumbai,33003
839,Mumbai,450000
840,Mumbai,65000
841,Mumbai,45000
842,Mumbai,280000
843,Mumbai,55000
844,Mumbai,56000
845,Mumbai,55000
846,Mumbai,28000
847,Mumbai,150000
848,Mumbai,300000
849,Mumbai,50000
850,Mumbai,180000
851,Mumbai,190000
852,Mumbai,8000
853,Mumbai,75000
854,Mumbai,83000
855,Mumbai,32000
856,Mumbai,39000
857,Mumbai,150000
858,Mumbai,190000
859,Mumbai,160000
860,Mumbai,25000
861,Mumbai,90000
862,Mumbai,95000
863,Mumbai,30000
864,Mumbai,18500
865,Mumbai,18000
866,Mumbai,75000
867,Mumbai,150000
868,Mumbai,100000
869,Mumbai,170000
870,Mumbai,45000
871,Mumbai,200000
872,Mumbai,20000
873,Mumbai,85000
874,Mumbai,130000
875,Mumbai,40000
876,Mumbai,250000
877,Mumbai,15000
878,Mumbai,40000
879,Mumbai,48000
880,Mumbai,15000
881,Mumbai,28000
882,Mumbai,25000
883,Mumbai,34000
884,Mumbai,75000
885,Mumbai,45000
886,Mumbai,35000
887,Mumbai,32000
888,Mumbai,17000
889,Mumbai,230000
890,Mumbai,35000
891,Mumbai,8500
892,Mumbai,80000
893,Mumbai,55000
894,Mumbai,25000
895,Mumbai,40000
896,Mumbai,15500
897,Mumbai,45000
898,Mumbai,180000
899,Mumbai,51000
900,Mumbai,60000
901,Mumbai,36000
902,Mumbai,180000
903,Mumbai,75000
904,Mumbai,8000
905,Mumbai,50000
906,Mumbai,100000
907,Mumbai,16500
908,Mumbai,4500
909,Mumbai,34000
910,Mumbai,32000
911,Mumbai,50000
912,Mumbai,24000
913,Mumbai,62000
914,Mumbai,100000
915,Mumbai,21000
916,Mumbai,27000
917,Mumbai,10000
918,Mumbai,90000
919,Mumbai,8000
920,Mumbai,75000
921,Mumbai,230000
922,Mumbai,15000
923,Mumbai,260000
924,Mumbai,62000
925,Mumbai,43500
926,Mumbai,62000
927,Mumbai,400000
928,Mumbai,77500
929,Mumbai,30000
930,Mumbai,110000
931,Mumbai,20000
932,Mumbai,150000
933,Mumbai,55000
934,Mumbai,70000
935,Mumbai,65000
936,Mumbai,310000
937,Mumbai,18000
938,Mumbai,48000
939,Mumbai,10000
940,Mumbai,32000
941,Mumbai,32000
942,Mumbai,36000
943,Mumbai,22000
944,Mumbai,5500
945,Mumbai,15000
946,Mumbai,40000
947,Mumbai,28000
948,Mumbai,11000
949,Mumbai,40000
950,Mumbai,45000
951,Mumbai,180000
952,Mumbai,160000
953,Mumbai,36000
954,Mumbai,59000
955,Mumbai,40000
956,Mumbai,40000
957,Mumbai,72000
958,Mumbai,40000
959,Mumbai,16000
960,Mumbai,50000
961,Mumbai,24000
962,Mumbai,65000
963,Mumbai,33000
964,Mumbai,27000
965,Mumbai,52000
966,Mumbai,95000
967,Mumbai,68000
968,Mumbai,48000
969,Mumbai,32000
970,Mumbai,42000
971,Mumbai,60000
972,Mumbai,51500
973,Mumbai,130000
974,Mumbai,25000
975,Mumbai,85000
976,Mumbai,98000
977,Mumbai,100000
978,Mumbai,65000
979,Mumbai,23000
980,Mumbai,40000
981,Mumbai,45000
982,Mumbai,40000
983,Mumbai,23500
984,Mumbai,250000
985,Mumbai,110000
986,Mumbai,150000
987,Mumbai,22000
988,Mumbai,150000
989,Mumbai,75000
990,Mumbai,41000
991,Mumbai,150000
992,Mumbai,150000
993,Mumbai,53000
994,Mumbai,140000
995,Mumbai,200000
996,Mumbai,65000
997,Mumbai,48000
998,Mumbai,75000
999,Mumbai,39000
1000,Mumbai,70000
1001,Mumbai,1200000
1002,Mumbai,25000
1003,Mumbai,45000
1004,Mumbai,190000
1005,Mumbai,140000
1006,Mumbai,35000
1007,Mumbai,60000
1008,Mumbai,15000
1009,Mumbai,39000
1010,Mumbai,190000
1011,Mumbai,84000
1012,Mumbai,68000
1013,Mumbai,26000
1014,Mumbai,42000
1015,Mumbai,35000
1016,Mumbai,44000
1017,Mumbai,60000
1018,Mumbai,45000
1019,Mumbai,250000
1020,Mumbai,65000
1021,Mumbai,20000
1022,Mumbai,75000
1023,Mumbai,500000
1024,Mumbai,140000
1025,Mumbai,45000
1026,Mumbai,9400
1027,Mumbai,100000
1028,Mumbai,65000
1029,Mumbai,230000
1030,Mumbai,180000
1031,Mumbai,180000
1032,Mumbai,120000
1033,Mumbai,20000
1034,Mumbai,130000
1035,Mumbai,400000
1036,Mumbai,75000
1037,Mumbai,350000
1038,Mumbai,100000
1039,Mumbai,55000
1040,Mumbai,70000
1041,Mumbai,30000
1042,Mumbai,330000
1043,Mumbai,75000
1044,Mumbai,14000
1045,Mumbai,130000
1046,Mumbai,40000
1047,Mumbai,46000
1048,Mumbai,27000
1049,Mumbai,95000
1050,Mumbai,94000
1051,Mumbai,40000
1052,Mumbai,150000
1053,Mumbai,30000
1054,Mumbai,95000
1055,Mumbai,130000
1056,Mumbai,14000
1057,Mumbai,100000
1058,Mumbai,35000
1059,Mumbai,57000
1060,Mumbai,45000
1061,Mumbai,11000
1062,Mumbai,50000
1063,Mumbai,35000
1064,Mumbai,100000
1065,Mumbai,130000
1066,Mumbai,52000
1067,Mumbai,28000
1068,Mumbai,18000
1069,Mumbai,30000
1070,Mumbai,45000
1071,Mumbai,130000
1072,Mumbai,58000
1073,Mumbai,65000
1074,Mumbai,24000
1075,Mumbai,54500
1076,Mumbai,70000
1077,Mumbai,67000
1078,Mumbai,75000
1079,Mumbai,45000
1080,Mumbai,98000
1081,Mumbai,16000
1082,Mumbai,95000
1083,Mumbai,40000
1084,Mumbai,300000
1085,Mumbai,80000
1086,Mumbai,380000
1087,Mumbai,160000
1088,Mumbai,44000
1089,Mumbai,200000
1090,Mumbai,65000
1091,Mumbai,50000
1092,Mumbai,6000
1093,Mumbai,280000
1094,Mumbai,46000
1095,Mumbai,35000
1096,Mumbai,75000
1097,Mumbai,20000
1098,Mumbai,25000
1099,Mumbai,110000
1100,Mumbai,29500
1101,Mumbai,53000
1102,Mumbai,85000
1103,Mumbai,26000
1104,Mumbai,33000
1105,Mumbai,180000
1106,Mumbai,70000
1107,Mumbai,17000
1108,Mumbai,37000
1109,Mumbai,27000
1110,Mumbai,35500
1111,Mumbai,24000
1112,Mumbai,250000
1113,Mumbai,180000
1114,Mumbai,18500
1115,Mumbai,200000
1116,Mumbai,70000
1117,Mumbai,55000
1118,Mumbai,24000
1119,Mumbai,55000
1120,Mumbai,150000
1121,Mumbai,50000
1122,Mumbai,300000
1123,Mumbai,90100
1124,Mumbai,57000
1125,Mumbai,40000
1126,Mumbai,80000
1127,Mumbai,95000
1128,Mumbai,14000
1129,Mumbai,50000
1130,Mumbai,43000
1131,Mumbai,55000
1132,Mumbai,35000
1133,Mumbai,33000
1134,Mumbai,47000
1135,Mumbai,75000
1136,Mumbai,45000
1137,Mumbai,36000
1138,Mumbai,40000
1139,Mumbai,40000
1140,Mumbai,32000
1141,Mumbai,17000
1142,Mumbai,77000
1143,Mumbai,290000
1144,Mumbai,35000
1145,Mumbai,40000
1146,Mumbai,250000
1147,Mumbai,47000
1148,Mumbai,50000
1149,Mumbai,32000
1150,Mumbai,8000
1151,Mumbai,240000
1152,Mumbai,85000
1153,Mumbai,65000
1154,Mumbai,75000
1155,Mumbai,26500
1156,Mumbai,45000
1157,Mumbai,95000
1158,Mumbai,38000
1159,Mumbai,260000
1160,Mumbai,300000
1161,Mumbai,180000
1162,Mumbai,40000
1163,Mumbai,300000
1164,Mumbai,85000
1165,Mumbai,110000
1166,Mumbai,40000
1167,Mumbai,45000
1168,Mumbai,52000
1169,Mumbai,90000
1170,Mumbai,140000
1171,Mumbai,150000
1172,Mumbai,65000
1173,Mumbai,50000
1174,Mumbai,54000
1175,Mumbai,180000
1176,Mumbai,60000
1177,Mumbai,65000
1178,Mumbai,35000
1179,Mumbai,43000
1180,Mumbai,20000
1181,Mumbai,57000
1182,Mumbai,130000
1183,Mumbai,25000
1184,Mumbai,56000
1185,Mumbai,55000
1186,Mumbai,18000
1187,Mumbai,100000
1188,Mumbai,76000
1189,Mumbai,270000
1190,Mumbai,45000
1191,Mumbai,39000
1192,Mumbai,12500
1193,Mumbai,35000
1194,Mumbai,55000
1195,Mumbai,90000
1196,Mumbai,250000
1197,Mumbai,25000
1198,Mumbai,90000
1199,Mumbai,120000
1200,Mumbai,55000
1201,Mumbai,70000
1202,Mumbai,300000
1203,Mumbai,25000
1204,Mumbai,35000
1205,Mumbai,120000
1206,Mumbai,27000
1207,Mumbai,25000
1208,Mumbai,150000
1209,Mumbai,32000
1210,Mumbai,40000
1211,Mumbai,52000
1212,Mumbai,80000
1213,Mumbai,55000
1214,Mumbai,30000
1215,Mumbai,20000
1216,Mumbai,85000
1217,Mumbai,40000
1218,Mumbai,21000
1219,Mumbai,43000
1220,Mumbai,58000
1221,Mumbai,130000
1222,Mumbai,260000
1223,Mumbai,46000
1224,Mumbai,6500
1225,Mumbai,21000
1226,Mumbai,46000
1227,Mumbai,60000
1228,Mumbai,65000
1229,Mumbai,15000
1230,Mumbai,130000
1231,Mumbai,90000
1232,Mumbai,62000
1233,Mumbai,160000
1234,Mumbai,80000
1235,Mumbai,80000
1236,Mumbai,55000
1237,Mumbai,100000
1238,Mumbai,200000
1239,Mumbai,100000
1240,Mumbai,79500
1241,Mumbai,84500
1242,Mumbai,100000
1243,Mumbai,13000
1244,Mumbai,100000
1245,Mumbai,35000
1246,Mumbai,72000
1247,Mumbai,180000
